title;address;price;rooms;area;floor;max_floor;rent;energy_certificate;form_of_the_property;finishing_condition;balcony_garden_terrace;parking_place;heating;market;advertisement_type;year_of_construction;type_of_development;windows;is_elevator
Wykończone 2 pokoje + Bez prowizji + 10min CENTRUM;Szczepin, Stare Miasto, Wrocław, dolnośląskie;507800;2;36.70;;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;blok;plastikowe;True
Najtańsze 3 pokoje + Wykończone _ WYSOKI STANDARD;Szczepin, Stare Miasto, Wrocław, dolnośląskie;660900;3;48.30;;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;blok;plastikowe;True
3 pokoje | Dwa balkony | Krzyki | ul. Racławicka;ul. Racławicka, Grabiszynek, Fabryczna, Wrocław, dolnośląskie;833310;3;56.40;4;4;;;;;balkon, taras;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;True
2/3 Pokoje, Nad Rzeką, Różanka;ul. Na Polance, Różanka, Psie Pole, Wrocław, dolnośląskie;659000;3;53.40;2;5;820;;spółdzielcze wł. prawo do lokalu;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;1997;blok;plastikowe;False
Okolice ul.Glinianej Balkon/Park;Huby, Krzyki, Wrocław, dolnośląskie;867700;3;56.40;4;6;750;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;2012;apartamentowiec;;True
Wykończone 2 pokoje+Wysoki Standard_Odlicz 23% VAT;Szczepin, Stare Miasto, Wrocław, dolnośląskie;474200;2;33.70;;;;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;blok;plastikowe;True
Stabłowice/2 pokoje/balkon/blisko zieleni;Leśnica, Fabryczna, Wrocław, dolnośląskie;550000;2;45.00;1;4;;;pełna własność;;balkon;;gazowe;wtórny;biuro nieruchomości ;2010;blok;;True
Wykończona Kawalerka + Odejmij 23% VAT _ 10min CEN;Szczepin, Stare Miasto, Wrocław, dolnośląskie;377704;1;25.80;;;;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;blok;plastikowe;True
2-pokojowe mieszkanie 37m2 + balkon Bezpośrednio;ul. Popowicka, Popowice Północne, Fabryczna, Wrocław, dolnośląskie;;2;37.73;5;11;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
5-pokojowe mieszkanie 118m2 + taras Bezpośrednio;Bieńkowskiego, Leśnica, Fabryczna, Wrocław, dolnośląskie;;5;118.31;3;3;;;pełna własność;do wykończenia;taras, balkon;garaż/miejsce parkingowe;;;;;;;
4-pokojowe mieszkanie 86m2 + 2 loggie Bez Prowizji;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;;4;86.50;4;7;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
3-pokojowe mieszkanie 61m2 + balkon Bezpośrednio;ul. Orawska, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;;3;61.76;1;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Umeblowane Mieszkanie z Systemem Smart Home;Adama Kopycińskiego, Jagodno, Krzyki, Wrocław, dolnośląskie;626000;2;38.50;1;4;450;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2023;;;False
Luksusowy Apartament przy Ogrodzie Botanicznym;bulw. kard. Stefana Wyszyńskiego, Ołbin, Śródmieście, Wrocław, dolnośląskie;1240200;3;82.68;6;6;;;pełna własność;do zamieszkania;balkon, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2022;apartamentowiec;;True
Idealna inwestycja| dwupak| Śródmieście;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;920000;3;92.00;parter;4;400;;pełna własność;;;;miejskie;wtórny;biuro nieruchomości ;1920;kamienica;plastikowe;False
Mikrokawalerka w centrum. Gotowa do wprowadzenia.;ul. Słowiańska, Nadodrze, Śródmieście, Wrocław, dolnośląskie;252000;1;12.00;parter;5;25;;pełna własność;do zamieszkania;;;elektryczne;wtórny;biuro nieruchomości ;1930;kamienica;plastikowe;False
4 pokoje, dwustronne, z dwoma balkonami!;ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie;1056904;4;92.20;parter;9;850;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2022;blok;plastikowe;True
3 pokoje z balkonem | ul. Racławicka | Krzyki;ul. Racławicka, Grabiszynek, Fabryczna, Wrocław, dolnośląskie;636150;3;48.10;parter;4;;;;;balkon, taras;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;True
Okolice ul. Granicznej Nowe2021/Balkon/LUX;Muchobór Wielki, Fabryczna, Wrocław, dolnośląskie;839000;2;51.00;4;4;450;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2021;apartamentowiec;;True
Okolice ul. Szybowcowej Inwestycja/Balkon/Rozkład;Gądów, Fabryczna, Wrocław, dolnośląskie;760000;3;64.00;9;10;760;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;;blok;;True
Mieszkanie z potencjałem pod inwestycję-Centrum;ul. Zygmunta Krasińskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;479000;2;37.00;2;4;;;pełna własność;do remontu;balkon;;miejskie;wtórny;biuro nieruchomości ;1963;blok;;False
Olimpia Port, Archicom, widok na las;Ameriga Vespucciego, Swojczyce, Psie Pole, Wrocław, dolnośląskie;1100000;4;67.00;1;3;780;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2023;blok;plastikowe;True
AKTRAKCYJNE mieszkanie Wrocław ul. Sztabowa;ul. Sztabowa, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;670000;2;58.00;1;4;610;;pełna własność;;;;miejskie;wtórny;biuro nieruchomości ;;kamienica;plastikowe;False
Mieszkanie 3-pokojowe|Balkon|Tereny zielone;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;660000;3;48.40;2;2;550;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
5-pokojowy apartament z tarasem na dachu /Szczepin;ul. Łęczycka, Szczepin, Stare Miasto, Wrocław, dolnośląskie;2448999;5;150.00;5;5;;;;;balkon, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;;plastikowe;True
2-pokojowe mieszkanie 44m2 + balkon Bez Prowizji;Syryjska, Brochów, Krzyki, Wrocław, dolnośląskie;479952;2;44.44;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Dwupokojowe ciche mieszkanie w niskiej zabudowie;ul. Jesionowa, Tarnogaj, Krzyki, Wrocław, dolnośląskie;599000;2;50.64;1;3;350;;pełna własność;;;;gazowe;wtórny;biuro nieruchomości ;1956;blok;plastikowe;False
Mieszkanie z potencjałem | Sępolno | Ogródek;ul. ks. Piotra Ściegiennego, Sępolno, Śródmieście, Wrocław, dolnośląskie;890000;3;63.81;2;2;300;;pełna własność;do remontu;balkon, ogródek;;miejskie;wtórny;biuro nieruchomości ;1935;kamienica;plastikowe;False
Kawalerka | ul. Długa | Inwestycja;ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie;435000;1;26.81;2;4;600;;;do remontu;;;miejskie;wtórny;biuro nieruchomości ;1970;blok;plastikowe;False
Mieszkanie 82 m2 Kamieńskiego/Żmigrodzka;ul. Henryka Michała Kamieńskiego, Karłowice, Psie Pole, Wrocław, dolnośląskie;819000;3;82.24;3;3;580;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;;;gazowe;wtórny;prywatny;;kamienica;plastikowe;False
Mieszkanie 2 pokojowe | Legnicka;ul. Legnicka, Szczepin, Stare Miasto, Wrocław, dolnośląskie;530000;2;36.60;2;10;500;;spółdzielcze wł. prawo do lokalu;do zamieszkania;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;1970;blok;;True
3 pokoje I nowe I blisko Parku I tramwaj;Borek, Krzyki, Wrocław, dolnośląskie;773000;3;60.54;1;7;;;;do wykończenia;ogródek, taras;;;pierwotny;biuro nieruchomości ;2024;;plastikowe;False
3 pokoje | Duży balkon | Cisza | 3 piętro | 0%;ul. Racławicka, Grabiszynek, Fabryczna, Wrocław, dolnośląskie;811670;3;58.60;3;4;;;;do wykończenia;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2025;;plastikowe;False
Mieszkanie 2-pokoje! 2023! Pod Klucz!;Kurlandzka, Zawidawie, Psie Pole, Wrocław, dolnośląskie;607000;2;41.43;2;2;450;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2023;apartamentowiec;;False
Mieszkanie w Centrum/BEZ POŚREDNIKÓW;Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;750000;3;70.00;5;5;;;;;;;miejskie;wtórny;prywatny;;blok;plastikowe;False
Mieszkanie w sercu Wrocławia | Inwestycja;ul. Łaciarska, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;780000;1;27.50;4;4;400;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;1970;blok;;False
WYKOŃCZNY lokal Inwestycyjny >cena netto 302 190;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;371694;1;25.79;4;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
2 poziomy | 2 balkony | 2 łazienki | Pretficza;ul. Bernarda Pretficza, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;729000;2;52.68;3;3;;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;2003;blok;;False
mieszkanie 2-pokojowe z pięknym widokiem;ul. Chałupnicza, Swojczyce, Psie Pole, Wrocław, dolnośląskie;655000;2;46.25;4;4;450;;pełna własność;do zamieszkania;balkon;;kotłownia;wtórny;prywatny;2019;blok;plastikowe;True
oddzielna kuchnia/balkon/piwnica/inwestycyjnie;ul. Bzowa, Grabiszyn, Fabryczna, Wrocław, dolnośląskie;427000;1;27.00;2;4;;;;;balkon;;miejskie;wtórny;biuro nieruchomości ;1980;;;False
Super MIESZKANIE Z ANTRESOLĄ -2 balkony , gotowe;Pilczyce, Fabryczna, Wrocław, dolnośląskie;702637;3;71.40;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
3 osobne pokoje, duży balkon, spokojne osiedle;ul. Kleczkowska, Kleczków, Psie Pole, Wrocław, dolnośląskie;829000;3;56.70;3;8;600;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2020;blok;plastikowe;True
2 pok I duży balkon z widokiem I cisza;ul. Mokrzańska, Leśnica, Fabryczna, Wrocław, dolnośląskie;649900;2;55.40;1;2;1;;pełna własność;;balkon;;inne;wtórny;biuro nieruchomości ;1980;blok;plastikowe;False
Mieszkanie Poświęcka - cena do negocjacji;ul. Poświęcka, Poświętne, Psie Pole, Wrocław, dolnośląskie;690000;2;50.00;1;3;750;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;prywatny;2018;blok;plastikowe;True
3 pok, Powstańców Śląskich, balkon 4przys SkyTower;ul. Powstańców Śląskich, Borek, Krzyki, Wrocław, dolnośląskie;675000;3;57.00;6;10;650;;spółdzielcze wł. prawo do lokalu;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;1970;blok;plastikowe;True
Cicha zielona okolica, dla rodziny 3 pokoje;Pracze Odrzańskie, Fabryczna, Wrocław, dolnośląskie;695000;3;57.00;3;3;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
Nowe osiedle, gotowe w tym roku;Tarnogaj, Krzyki, Wrocław, dolnośląskie;662050;3;54.50;1;5;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
Ostatnie dostępne! - Blisko ogrodu botanicznego;ul. Henryka Sienkiewicza, Ołbin, Śródmieście, Wrocław, dolnośląskie;949000;1;65.00;4;4;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;True
Mieszkanie 2-pokoje! 2023! Pod Klucz! Ogródek;Kurlandzka, Zawidawie, Psie Pole, Wrocław, dolnośląskie;540800;2;37.15;parter;2;450;;pełna własność;do zamieszkania;ogródek;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2023;apartamentowiec;;False
Mieszkanie 3-pokojowe|Ogród|Tereny zielone;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;777700;3;61.60;parter;2;700;;pełna własność;do wykończenia;ogródek, taras;;miejskie;pierwotny;biuro nieruchomości ;2026;blok;plastikowe;True
Nowe Kameralne osiedle, niska zabudowa, Jagodno;Jagodno, Krzyki, Wrocław, dolnośląskie;1099500;5;90.00;parter;;;;pełna własność;do wykończenia;ogródek, taras;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2024;szeregowiec;plastikowe;False
2 pokoje | Taras i Ogród | ul. Racławicka | Krzyki;ul. Racławicka, Grabiszynek, Fabryczna, Wrocław, dolnośląskie;657240;2;41.21;parter;4;;;;;balkon, ogródek, taras;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;True
Nowe osiedle, spokojna okolica, gotowe w tym roku;ul. Międzyleska, Tarnogaj, Krzyki, Wrocław, dolnośląskie;662050;3;54.50;1;5;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;blok;plastikowe;True
3 pokoje / dwustronne / blisko parku / blisko Ue;ul. Ślężna, Borek, Krzyki, Wrocław, dolnośląskie;815000;3;60.00;3;8;;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;apartamentowiec;plastikowe;True
Idealne na start/Ososbna kuchnia/Osiedle strzeżone;tęczowa okolce, Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;468900;1;25.00;1;5;420;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;;blok;;True
WYKOŃCZNY lokal Inwestycyjny >cena NETTO 275 019;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;338274;1;26.62;1;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
4-pokojowe mieszkanie 90m2 + 2 balkony;ul. gen. Kazimierza Pułaskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;975669;4;90.21;4;8;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
3 pokoje | Dwustronne | Jagodno | Do wykończenia;Drabika, Jagodno, Krzyki, Wrocław, dolnośląskie;819000;3;68.72;3;5;650;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;;;True
Dla inwestorów/Balkon/50,94m2/Apartamenty 23% Vat;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;815345;3;50.94;2;7;;;pełna własność;;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2026;;plastikowe;True
2 pokoje +Aneks+balkon/ idealne na start;Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;548178;2;42.20;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;gazowe;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
3 pokoje | Dwustronne | Jagodno | Do wykończenia;Drabika, Jagodno, Krzyki, Wrocław, dolnośląskie;819000;3;68.70;3;5;650;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2023;;;True
Dla inwestorów/Balkon/28,8m2/Apartamenty 23% Vat;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;437295;1;25.79;2;7;;;pełna własność;;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2026;;plastikowe;True
Ponad 100 mkw l garderoba l przy centrum l;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;1597059;3;118.32;1;4;;;;;;;;pierwotny;biuro nieruchomości ;;;;False
Studio w centrum l 2 km do Rynku l tramwaj;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;641855;1;38.89;1;4;;;;;;;;pierwotny;biuro nieruchomości ;;;;False
Dwupak inwestycyjny/Centrum/Dobrze skomunikowane;ul. Mikołaja Reja, Ołbin, Śródmieście, Wrocław, dolnośląskie;960800;2;64.50;3;5;;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
3 pokoje+Aneks/balkon/Super dla Rodziny;Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;;3;60.89;1;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;gazowe;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
Dwupoziomowy, wyposażony apartament przy parku;ul. Semaforowa, Brochów, Krzyki, Wrocław, dolnośląskie;1270000;4;104.00;2;2;750;;pełna własność;do zamieszkania;balkon;;gazowe;wtórny;biuro nieruchomości ;2008;apartamentowiec;;False
Okolice ul. Kuźniczej LUX/Inwestycja/CO miejskie;Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;635000;1;40.48;1;4;550;;;;;;miejskie;wtórny;biuro nieruchomości ;1930;kamienica;;False
Okolice ul. Zajęczej /Rozkład/Balkon;Popowice Północne, Fabryczna, Wrocław, dolnośląskie;600000;2;41.50;3;10;550;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;1975;blok;;True
3 pokoje +Kuchnia+balkon/Południe Wrocławia;Krzyki, Krzyki, Wrocław, dolnośląskie;831674;3;61.37;1;8;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;blok;plastikowe;True
Przyjemne 2 pokoje z widokiem na zieleń/Aneks;Krzyki, Krzyki, Wrocław, dolnośląskie;646813;2;38.21;7;8;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;blok;plastikowe;True
Ustawne 3 pokoje + Aneks| Loggia | Okna Pd;Karłowice, Psie Pole, Wrocław, dolnośląskie;729000;3;60.30;2;5;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2025;;plastikowe;False
Dwustronne 2 pokoje + Kuchnia| Spokojna okolica;Karłowice, Psie Pole, Wrocław, dolnośląskie;694000;2;48.75;4;5;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2025;;plastikowe;False
Gotowe do wprowadzenia - po generalnym remoncie!;ul. Legnicka, Szczepin, Stare Miasto, Wrocław, dolnośląskie;640000;2;37.00;7;10;420;B;pełna własność;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;;blok;plastikowe;True
WYKOŃCZNY lokal Inwestycyjny >cena netto 487 348;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;599439;2;43.24;2;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
WYKOŃCZNY lokal Inwestycyjny >cena netto 412 152;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;506948;2;36.68;2;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
WYKOŃCZNY lokal Inwestycyjny >cena netto 343 326;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;422292;1;29.13;3;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
3 pokoje +Aneks+ogródek/ idealne dla rodzin;Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;;3;54.90;parter;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;gazowe;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
Salon z aneksem kuchennym i sypialnia, dla pary.;Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie;619000;2;45.38;parter;5;;;;;balkon, ogródek, taras;;miejskie;pierwotny;biuro nieruchomości ;2025;;plastikowe;True
Salon z aneksem i dwie sypialnie w centrum miasta.;ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie;999000;3;58.86;parter;9;;;;;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;plastikowe;True
3 pokoje w centrum l Renoma l tramwaj l usługi;ul. Czysta, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;1033870;3;53.42;parter;4;;;;;;;;pierwotny;biuro nieruchomości ;;;;False
Biuro - wynajete na dlugi termin - Gotowiec;ul. Legnicka, Popowice Północne, Fabryczna, Wrocław, dolnośląskie;899000;4;74.50;1;8;;;pełna własność;;balkon;;;wtórny;biuro nieruchomości ;2010;;plastikowe;False
Premium | 4 pokoje | Centrum | Jedności Narodowej;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;1465660;4;110.20;6;7;;;;;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;True
Premium | 3 pokoje | Centrum | Jedności Narodowej;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;1351350;3;100.10;7;7;;;;;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;True
4 pokoje | Premium | Dwustronne | ul. Jedności;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;1150450;4;86.51;5;7;;;;;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;True
4 pokoje | Centrum | Premium | Jedności Narodowej;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;1124499;4;86.50;3;7;;;;;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;True
